row_id,row_granularity,year,year_label,macro_period,dynasty_name,polity_name,polity_aliases,polity_type,polity_start_year,polity_start_label,polity_end_year,polity_end_label,polity_date_raw,polity_date_precision,historical_geography_raw,modern_admin_units_raw,capital_historical,capital_modern,ruling_family_or_clan,ethnicity_or_group,founder,last_ruler,destroyed_by_or_successor,polity_source_titles,polity_source_urls,polity_source_raw,confidence_score,confidence_note,calendar_system_note,ruler_name,ruler_title,ruler_temple_name,ruler_posthumous_name,ruler_personal_name,ruler_reign_start_year,ruler_reign_start_label,ruler_reign_end_year,ruler_reign_end_label,ruler_reign_raw,ruler_reign_precision,era_names,ruler_source_title,ruler_source_url,ruler_source_section,ruler_confidence_score,ruler_confidence_note
41,polity_metadata,,,周,周代诸侯国,廩國,,诸侯国/古国,,,,,,,,,,,,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:廩國; 今地:; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
42,polity_metadata,,,周,周代诸侯国,廬國,,诸侯国/古国,,,-1046,前1046年,前1046年－？,partial,,安徽省合肥市,,,,,,,楚国,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:廬國; 今地:安徽省合肥市; 起迄年:前1046年－？; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
43,polity_metadata,,,周,周代诸侯国,弦國,,诸侯国/古国,,,-655,前655年,？－前655年,partial,,河南省光山縣、潢川縣界,,,隗姓 一說姬姓,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:弦國; 今地:河南省光山縣、潢川縣界; 起迄年:？－前655年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
44,polity_metadata,,,周,周代诸侯国,彭國,,诸侯国/古国,,,,,,,,江蘇省徐州市,,,彭氏,,,,,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:彭國; 今地:江蘇省徐州市; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
45,polity_metadata,,,周,周代诸侯国,徐國,,诸侯国/古国,,,-512,前512年,？－前512年,partial,,山東省郯城縣、江蘇省徐州市,,,嬴姓徐氏,,,,吳國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:徐國; 今地:山東省郯城縣、江蘇省徐州市; 起迄年:？－前512年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
46,polity_metadata,,,周,周代诸侯国,息國,息國（鄎國）,诸侯国/古国,,,-680,前680年,？－前680年,partial,,河南省息縣,,,姬姓,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:息國（鄎國）; 今地:河南省息縣; 起迄年:？－前680年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
47,polity_metadata,,,周,周代诸侯国,戎國,,诸侯国/古国,,,,,,,,山東省曹縣,,,,,,,齊國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:戎國; 今地:山東省曹縣; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
48,polity_metadata,,,周,周代诸侯国,戎蠻,戎蠻（蠻氏、曼氏）,诸侯国/古国,,,-491,前491年,？－前491年,partial,,河南省汝阳縣东南、临汝縣西南,,,,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:戎蠻（蠻氏、曼氏）; 今地:河南省汝阳縣东南、临汝縣西南; 起迄年:？－前491年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
49,polity_metadata,,,周,周代诸侯国,戴國,,诸侯国/古国,,,-713,前713年,？－前713年,partial,,河南省蘭考縣,,,子姓戴氏,,,,鄭國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:戴國; 今地:河南省蘭考縣; 起迄年:？－前713年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
50,polity_metadata,,,周,周代诸侯国,房國,,诸侯国/古国,,,-529,前529年,？－前529年,partial,,河南省遂平縣 後遷至楚國境內,,,祁姓房氏,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:房國; 今地:河南省遂平縣 後遷至楚國境內; 起迄年:？－前529年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
51,polity_metadata,,,周,周代诸侯国,散国,,诸侯国/古国,,,,,周文王时期－?,,,陕西省千阳县、凤翔县一带,,,可能是姬姓,,,,,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:散国; 今地:陕西省千阳县、凤翔县一带; 起迄年:周文王时期－?; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
52,polity_metadata,,,周,周代诸侯国,於餘邱國,於餘邱國（餘邱國）,诸侯国/古国,,,,,,,,山東省臨沭縣,,,,,,,,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:於餘邱國（餘邱國）; 今地:山東省臨沭縣; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
53,polity_metadata,,,周,周代诸侯国,曾國,曾國（鄫國）,诸侯国/古国,,,,,,,,湖北省棗陽市,,,曾氏,,,,,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:曾國（鄫國）; 今地:湖北省棗陽市; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
54,polity_metadata,,,周,周代诸侯国,杜國,,诸侯国/古国,,,,,,,,陝西省西安市長安区東南,,,祁姓杜氏,,,,,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:杜國; 今地:陝西省西安市長安区東南; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
55,polity_metadata,,,周,周代诸侯国,東不羹國,,诸侯国/古国,,,,,,,,河南省舞陽縣北,,,赢姓,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:東不羹國; 今地:河南省舞陽縣北; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
56,polity_metadata,,,周,周代诸侯国,柏國,,诸侯国/古国,,,,,,,,河南省舞陽縣、西平縣界,,,柏氏,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:柏國; 今地:河南省舞陽縣、西平縣界; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
57,polity_metadata,,,周,周代诸侯国,桐國,,诸侯国/古国,,,,,,,,安徽省桐城市,,,偃姓,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:桐國; 今地:安徽省桐城市; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
58,polity_metadata,,,周,周代诸侯国,楊國,,诸侯国/古国,,,-786,前786年,前786年－前7世紀,partial,,山西省洪洞縣東南,,,姬姓楊氏,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:楊國; 今地:山西省洪洞縣東南; 起迄年:前786年－前7世紀; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
59,polity_metadata,,,周,周代诸侯国,極國,極國（遽国）,诸侯国/古国,,,-721,前721年,？－前721年,partial,,山東省金鄉縣南,,,姬姓遽氏,,,,魯國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:極國（遽国）; 今地:山東省金鄉縣南; 起迄年:？－前721年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
60,polity_metadata,,,周,周代诸侯国,榮國,,诸侯国/古国,-1046,前1046年,,,前1046年,partial,,河南省鞏義市一帶,,,姬姓榮氏,,,,,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:榮國; 今地:河南省鞏義市一帶; 起迄年:; 出處: || 國名:榮國; 今地:河南省鞏義市一帶; 起迄年:前1046年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
61,polity_metadata,,,周,周代诸侯国,樊國,,诸侯国/古国,,,-635,前635年,周宣王时－前635年 | ？－前635年,partial,,初封于陕西省西安市长安区东南。后迁于今河南省济源市。 | 初封于陕西省西安市长安区东南，后迁于今河南省济源市,,,姬姓樊氏,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:樊國; 今地:初封于陕西省西安市长安区东南。后迁于今河南省济源市。; 起迄年:周宣王时－前635年; 出處: || 國名:樊國; 今地:初封于陕西省西安市长安区东南，后迁于今河南省济源市; 起迄年:？－前635年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
62,polity_metadata,,,周,周代诸侯国,檀國,,诸侯国/古国,,,,,,,,河南省濟源市,,,,,,,,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:檀國; 今地:河南省濟源市; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
63,polity_metadata,,,周,周代诸侯国,權國,,诸侯国/古国,,,,,前12世紀－前7世紀,,,湖北省荊門市沙洋县,,,子姓權氏 （一作羋姓）,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:權國; 今地:湖北省荊門市沙洋县; 起迄年:前12世紀－前7世紀; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
64,polity_metadata,,,周,周代诸侯国,淳于國,淳于國（州國）,诸侯国/古国,,,-1046,前1046年,前1046年－？,partial,,山東省安丘市東北部,,,姜姓淳于氏,,,,杞國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:淳于國（州國）; 今地:山東省安丘市東北部; 起迄年:前1046年－？; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
65,polity_metadata,,,周,周代诸侯国,滑國,,诸侯国/古国,,,-627,前627年,？－前627年,partial,,河南省偃師市南緱氏城,,,姬姓,,,,秦國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:滑國; 今地:河南省偃師市南緱氏城; 起迄年:？－前627年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
66,polity_metadata,,,周,周代诸侯国,無終國,,诸侯国/古国,,,,,,,,,,,,,,,齊國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:無終國; 今地:; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
67,polity_metadata,,,周,周代诸侯国,燕京戎,,诸侯国/古国,,,,,,,,山西省靜樂縣、祁縣、介休市一帶,,,,,,,周朝,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:燕京戎; 今地:山西省靜樂縣、祁縣、介休市一帶; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
68,polity_metadata,,,周,周代诸侯国,牟國,,诸侯国/古国,,,,,,,,山東省萊蕪市,,,牟氏,,,,鲁国,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:牟國; 今地:山東省萊蕪市; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
69,polity_metadata,,,周,周代诸侯国,犬戎,,诸侯国/古国,,,,,,,,,,,,,,,秦國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:犬戎; 今地:; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
70,polity_metadata,,,周,周代诸侯国,王叔國,,诸侯国/古国,,,-563,前563年,周襄王時建立 | 周襄王時建立－前563年,partial,,河南省孟津县西南,,,姬姓,,,,,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:王叔國; 今地:; 起迄年:周襄王時建立; 出處: || 國名:王叔國; 今地:河南省孟津县西南; 起迄年:周襄王時建立－前563年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
71,polity_metadata,,,周,周代诸侯国,甘國,,诸侯国/古国,,,,,周武王時建立 | 周襄王時建立,,,河南省原陽縣 | 陕西省鄠县,,,姬姓甘氏,,,,,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:甘國; 今地:河南省原陽縣; 起迄年:周襄王時建立; 出處: || 國名:甘國; 今地:陕西省鄠县; 起迄年:周武王時建立; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
72,polity_metadata,,,周,周代诸侯国,甲氏,,诸侯国/古国,,,-593,前593年,？－前593年,partial,,,,,媿姓,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:甲氏; 今地:; 起迄年:？－前593年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
73,polity_metadata,,,周,周代诸侯国,留吁,,诸侯国/古国,,,-593,前593年,？－前593年,partial,,,,,媿姓,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:留吁; 今地:; 起迄年:？－前593年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
74,polity_metadata,,,周,周代诸侯国,白狄,,诸侯国/古国,,,,,,,,,,,姬姓,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:白狄; 今地:; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
75,polity_metadata,,,周,周代诸侯国,皖國,,诸侯国/古国,,,-1046,前1046年,前1046年－？,partial,,安徽省潜山市,,,偃姓 （一说夏姓）,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:皖國; 今地:安徽省潜山市; 起迄年:前1046年－？; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
76,polity_metadata,,,周,周代诸侯国,穀國,,诸侯国/古国,,,,,？－前8世紀,,,湖北省穀城縣西北,,,嬴姓谷氏,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:穀國; 今地:湖北省穀城縣西北; 起迄年:？－前8世紀; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
77,polity_metadata,,,周,周代诸侯国,箕國,,诸侯国/古国,,,,,周代初期－漢代初期,,,朝鮮半島北部,,,子姓,,,,衛氏朝鮮,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:箕國; 今地:朝鮮半島北部; 起迄年:周代初期－漢代初期; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
78,polity_metadata,,,周,周代诸侯国,紀國,,诸侯国/古国,,,-690,前690年,商代－前690年,partial,,山東省壽光市南,,,姜姓紀氏,,,,齊國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:紀國; 今地:山東省壽光市南; 起迄年:商代－前690年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
79,polity_metadata,,,周,周代诸侯国,絞國,,诸侯国/古国,,,,,,,,湖北省十堰市鄖阳区西北,,,偃姓,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:絞國; 今地:湖北省十堰市鄖阳区西北; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
80,polity_metadata,,,周,周代诸侯国,綿諸國,,诸侯国/古国,,,,,,,,,,,,,,,秦國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:綿諸國; 今地:; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
81,polity_metadata,,,周,周代诸侯国,縛婁國,,诸侯国/古国,,,,,,,,廣東省惠州市,,,,,,,秦國？,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:縛婁國; 今地:廣東省惠州市; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
82,polity_metadata,,,周,周代诸侯国,羅國,,诸侯国/古国,,,-690,前690年,商代－前690年,partial,,湖北省宜城市,,,羋姓羅氏,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:羅國; 今地:湖北省宜城市; 起迄年:商代－前690年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
