row_id,row_granularity,year,year_label,macro_period,dynasty_name,polity_name,polity_aliases,polity_type,polity_start_year,polity_start_label,polity_end_year,polity_end_label,polity_date_raw,polity_date_precision,historical_geography_raw,modern_admin_units_raw,capital_historical,capital_modern,ruling_family_or_clan,ethnicity_or_group,founder,last_ruler,destroyed_by_or_successor,polity_source_titles,polity_source_urls,polity_source_raw,confidence_score,confidence_note,calendar_system_note,ruler_name,ruler_title,ruler_temple_name,ruler_posthumous_name,ruler_personal_name,ruler_reign_start_year,ruler_reign_start_label,ruler_reign_end_year,ruler_reign_end_label,ruler_reign_raw,ruler_reign_precision,era_names,ruler_source_title,ruler_source_url,ruler_source_section,ruler_confidence_score,ruler_confidence_note
83,polity_metadata,,,周,周代诸侯国,義渠國,,诸侯国/古国,,,-272,前272年,商代－前272年,partial,,,,,義渠,,,,秦國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:義渠國; 今地:; 起迄年:商代－前272年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
84,polity_metadata,,,周,周代诸侯国,耿國,,诸侯国/古国,,,-661,前661年,？－前661年,partial,,山西省河津市耿城,,,姬姓耿氏,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:耿國; 今地:山西省河津市耿城; 起迄年:？－前661年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
85,polity_metadata,,,周,周代诸侯国,聃國,,诸侯国/古国,,,-1040,前1040年,前1040年－西周晚期,partial,,湖北省荊門市 一疑在安徽省阜陽市,,,姬姓,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:聃國; 今地:湖北省荊門市 一疑在安徽省阜陽市; 起迄年:前1040年－西周晚期; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
86,polity_metadata,,,周,周代诸侯国,聶國,,诸侯国/古国,,,,,,,,山東省茌平縣西,,,姜姓聶氏,,,,,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:聶國; 今地:山東省茌平縣西; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
87,polity_metadata,,,周,周代诸侯国,肥國,,诸侯国/古国,,,-530,前530年,？－前530年,partial,,河北省藁城縣一帶,,,,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:肥國; 今地:河北省藁城縣一帶; 起迄年:？－前530年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
88,polity_metadata,,,周,周代诸侯国,胙國,,诸侯国/古国,,,-1040,前1040年,前1040年－？,partial,,河南省延津縣北古胙城,,,姬姓,,,,郑国,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:胙國; 今地:河南省延津縣北古胙城; 起迄年:前1040年－？; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
89,polity_metadata,,,周,周代诸侯国,胡國,,诸侯国/古国,,,-763,前763年,？－前763年,partial,,河南省漯河市郾城区、舞陽縣一帶,,,姬姓胡氏,,,,鄭國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:胡國; 今地:河南省漯河市郾城区、舞陽縣一帶; 起迄年:？－前763年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
90,polity_metadata,,,周,周代诸侯国,舒鮑國,,诸侯国/古国,,,-1046,前1046年,前1046年－,partial,,,,,偃姓,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:舒鮑國; 今地:; 起迄年:前1046年－; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
91,polity_metadata,,,周,周代诸侯国,舒龍國,,诸侯国/古国,,,-1046,前1046年,前1046年－,partial,,,,,偃姓,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:舒龍國; 今地:; 起迄年:前1046年－; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
92,polity_metadata,,,周,周代诸侯国,舒龔國,,诸侯国/古国,,,-1046,前1046年,前1046年－,partial,,,,,偃姓,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:舒龔國; 今地:; 起迄年:前1046年－; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
93,polity_metadata,,,周,周代诸侯国,茅國,,诸侯国/古国,,,-1046,前1046年,前1046年－？,partial,,山東省金鄉縣,,,姬姓茅氏,,,,邾國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:茅國; 今地:山東省金鄉縣; 起迄年:前1046年－？; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
94,polity_metadata,,,周,周代诸侯国,茅戎,,诸侯国/古国,,,,,,,,,,,,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:茅戎; 今地:; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
95,polity_metadata,,,周,周代诸侯国,荀国,荀国（郇國）,诸侯国/古国,,,-1046,前1046年,前1046年－前7世紀,partial,,山西省新絳縣東北,,,姬姓荀氏,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:荀国（郇國）; 今地:山西省新絳縣東北; 起迄年:前1046年－前7世紀; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
96,polity_metadata,,,周,周代诸侯国,莘國,,诸侯国/古国,,,,,,,,河南省汝南縣西北,,,,,,,蔡國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:莘國; 今地:河南省汝南縣西北; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
97,polity_metadata,,,周,周代诸侯国,萊國,萊國（萊夷國）,诸侯国/古国,,,-567,前567年,？－前567年,partial,,山東省龙口市東南萊子城,,,子姓,,,,齊國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:萊國（萊夷國）; 今地:山東省龙口市東南萊子城; 起迄年:？－前567年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
98,polity_metadata,,,周,周代诸侯国,葛國,,诸侯国/古国,,,,,商代－？,,,河南省修武縣,,,嬴姓葛氏,,,,宋國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:葛國; 今地:河南省修武縣; 起迄年:商代－？; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
99,polity_metadata,,,周,周代诸侯国,董國,,诸侯国/古国,,,,,前21世纪－前7世紀,,,山西省闻喜县东，東鎮、礼元鎮一带,,,己姓董氏,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:董國; 今地:山西省闻喜县东，東鎮、礼元鎮一带; 起迄年:前21世纪－前7世紀; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
100,polity_metadata,,,周,周代诸侯国,蓐國,,诸侯国/古国,,,,,姬姓,,,山西汾河沿岸,,,,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:蓐國; 今地:山西汾河沿岸; 起迄年:姬姓; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
101,polity_metadata,,,周,周代诸侯国,蓼國,蓼國（繆國） | 蓼國（鄝國、廖國、飂國）,诸侯国/古国,,,-622,前622年,？－前622年,partial,,河南省唐河縣湖阳镇 | 河南省固始縣東北蓼城岡,,,偃姓繆氏 | 姬姓廖氏,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:蓼國（繆國）; 今地:河南省固始縣東北蓼城岡; 起迄年:？－前622年; 出處: || 國名:蓼國（鄝國、廖國、飂國）; 今地:河南省唐河縣湖阳镇; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
102,polity_metadata,,,周,周代诸侯国,蔑國,,诸侯国/古国,,,,,,,,山東省泗水县,,,,,,,鲁國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:蔑國; 今地:山東省泗水县; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
103,polity_metadata,,,周,周代诸侯国,蕭國,,诸侯国/古国,,,-579,前579年,？－前579年,partial,,安徽省蕭縣西北,,,子姓蕭氏,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:蕭國; 今地:安徽省蕭縣西北; 起迄年:？－前579年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
104,polity_metadata,,,周,周代诸侯国,蜀國,,诸侯国/古国,,,-316,前316年,？－前316年,partial,,四川省中部一帶,,,杜姓，开明氏,,,,秦國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:蜀國; 今地:四川省中部一帶; 起迄年:？－前316年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
105,polity_metadata,,,周,周代诸侯国,褒国,,诸侯国/古国,,,-751,前751年,约前21世纪－前751年,partial,,陕西省汉中市一带,,,娰姓有褒氏,,,,晋国,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:褒国; 今地:陕西省汉中市一带; 起迄年:约前21世纪－前751年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
106,polity_metadata,,,周,周代诸侯国,西不羹國,,诸侯国/古国,,,,,,,,河南省襄城縣東南,,,,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:西不羹國; 今地:河南省襄城縣東南; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
107,polity_metadata,,,周,周代诸侯国,西戎,,诸侯国/古国,,,,,,,,,,,,,,,秦國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:西戎; 今地:; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
108,polity_metadata,,,周,周代诸侯国,西黃國,,诸侯国/古国,,,,,？－前7世纪中叶,,,在今湖北省宜城市东南的汉水以东（或说在今四川省）,,,,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:西黃國; 今地:在今湖北省宜城市东南的汉水以东（或说在今四川省）; 起迄年:？－前7世纪中叶; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
109,polity_metadata,,,周,周代诸侯国,諸國,,诸侯国/古国,,,,,,,,山東省諸城市、安丘市一帶,,,姒姓諸氏 （一說彭姓）,,,,,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:諸國; 今地:山東省諸城市、安丘市一帶; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
110,polity_metadata,,,周,周代诸侯国,謝國,,诸侯国/古国,,,-841,前841年,商代－前841年,partial,,河南省南陽市,,,任姓謝氏,,,,周朝、申國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:謝國; 今地:河南省南陽市; 起迄年:商代－前841年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
111,polity_metadata,,,周,周代诸侯国,貳國,,诸侯国/古国,,,,,,,,湖北省广水市,,,,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:貳國; 今地:湖北省广水市; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
112,polity_metadata,,,周,周代诸侯国,費國,,诸侯国/古国,,,,,,,,山东省费县 | 山東省費縣,,,季姓費氏,,,,楚國 | 鲁国,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:費國; 今地:山东省费县; 起迄年:; 出處: || 國名:費國; 今地:山東省費縣; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
113,polity_metadata,,,周,周代诸侯国,賈國,,诸侯国/古国,,,-678,前678年,前11世紀－前678年,partial,,山西省襄汾縣東 （一說今河北省容城縣西南）,,,姬姓賈氏,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:賈國; 今地:山西省襄汾縣東 （一說今河北省容城縣西南）; 起迄年:前11世紀－前678年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
114,polity_metadata,,,周,周代诸侯国,賴國,賴國（厲國）,诸侯国/古国,,,-581,前581年,？－前581年,partial,,湖北省隨州市東北 一說河南省鹿邑縣或商城縣,,,姜姓賴氏（一說姬姓）,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:賴國（厲國）; 今地:湖北省隨州市東北 一說河南省鹿邑縣或商城縣; 起迄年:？－前581年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
115,polity_metadata,,,周,周代诸侯国,赤狄,,诸侯国/古国,,,,,,,,,,,,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:赤狄; 今地:; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
116,polity_metadata,,,周,周代诸侯国,越章国,,诸侯国/古国,,,-880,前880年,前880年－？,partial,,安徽省铜陵市、义安区一带。,,,芈姓熊氏,,,,,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:越章国; 今地:安徽省铜陵市、义安区一带。; 起迄年:前880年－？; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
117,polity_metadata,,,周,周代诸侯国,軫國,,诸侯国/古国,,,,,,,,湖北省應城市西,,,偃姓,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:軫國; 今地:湖北省應城市西; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
118,polity_metadata,,,周,周代诸侯国,遂國,,诸侯国/古国,,,-681,前681年,夏代－前681年,partial,,山東省寧陽縣西北,,,媯姓,,,,齊國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:遂國; 今地:山東省寧陽縣西北; 起迄年:夏代－前681年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
119,polity_metadata,,,周,周代诸侯国,過國,,诸侯国/古国,,,,,夏代－？,,,山東省煙台市萊州市,,,任姓寒氏,,,,,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:過國; 今地:山東省煙台市萊州市; 起迄年:夏代－？; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
120,polity_metadata,,,周,周代诸侯国,道國,,诸侯国/古国,,,,,,,,河南省確山縣或息縣,,,,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:道國; 今地:河南省確山縣或息縣; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
121,polity_metadata,,,周,周代诸侯国,邗國,,诸侯国/古国,,,-1046,前1046年,前1046年－？,partial,,江蘇省揚州市東南,,,,,,,,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:邗國; 今地:江蘇省揚州市東南; 起迄年:前1046年－？; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
122,polity_metadata,,,周,周代诸侯国,邘國,,诸侯国/古国,,,,,,,,河南省沁陽市北西萬鎮邘邰村（一說陝西省郿縣）,,,姬姓,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:邘國; 今地:河南省沁陽市北西萬鎮邘邰村（一說陝西省郿縣）; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
123,polity_metadata,,,周,周代诸侯国,邳國,,诸侯国/古国,,,,,夏代－？,,,山東省滕州市南、江蘇省邳州市東北 | 江苏省邳州市,,,任姓 | 任姓薛氏,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:邳國; 今地:山東省滕州市南、江蘇省邳州市東北; 起迄年:夏代－？; 出處: || 國名:邳國; 今地:江苏省邳州市; 起迄年:夏代－？; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
124,polity_metadata,,,周,周代诸侯国,邶國,,诸侯国/古国,,,,,前11世纪－？,,,河南省湯陰縣東南,,,,,,,,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:邶國; 今地:河南省湯陰縣東南; 起迄年:前11世纪－？; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
