order,version,phase,release_item,item_base_norm,matched_contexts,matched_polity_names,declared_ranges,actual_year_ranges,row_count,actual_year_count,boundary_extra_count,missing_year_count,boundary_extra_years,missing_years,source_titles,source_raw,status,review_note
82,v1.0.0-batch9_10,两晋十六国时期 第 9 及 10 批,段部,段部,魏晋南北朝/五胡十六国外政权,段部,310..339,310..357,48,48,18,0,段部:340..357,,《晋书》,339年被前燕与后赵联军夹击而亡,FAIL_BOUNDARY_VIOLATION,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
83,v1.0.0-batch9_10,两晋十六国时期 第 9 及 10 批,前凉,前凉,魏晋南北朝/五胡十六国,前涼,314..376,314..376,70,63,0,0,,,《晋书·张轨等传》,376年被前秦苻坚所灭,PASS_YEAR_COVERAGE,
84,v1.0.0-batch9_10,两晋十六国时期 第 9 及 10 批,代国,代国,魏晋南北朝/五胡十六国外政权,代國,315..376,315..376,71,62,0,0,,,《魏书·序纪》,376年被前秦苻坚所灭（后于386年复国改称魏）,PASS_YEAR_COVERAGE,
85,v1.0.0-batch9_10,两晋十六国时期 第 9 及 10 批,东晋,东晋,两晋/東晉,東晉,317..420,317..420,114,104,0,0,,,《晋书·恭帝纪》,420年晋恭帝禅让于刘裕，东晋灭亡,PASS_YEAR_COVERAGE,
86,v1.0.0-batch9_10,两晋十六国时期 第 9 及 10 批,后赵,后赵,魏晋南北朝/五胡十六国,後趙,319..351,319..351,37,33,0,0,,,《晋书·石勒等载记》,351年石祗被杀，后赵灭亡,PASS_YEAR_COVERAGE,
87,v1.0.0-batch9_10,两晋十六国时期 第 9 及 10 批,丁零,丁零,魏晋南北朝/五胡十六国外政权,丁零,330..392,330..384,56,55,0,8,,丁零:385..392,《晋书》/《资治通鉴》,指代丁零翟氏(翟魏)，392年被后燕慕容垂所灭,FAIL_MISSING_YEARS,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
88,v1.0.0-batch9_10,两晋十六国时期 第 9 及 10 批,前燕,前燕,魏晋南北朝/五胡十六国,前燕,337..370,337..370,35,34,0,0,,,《晋书·慕容皝等载记》,370年被前秦(王猛)所灭,PASS_YEAR_COVERAGE,
89,v1.0.0-batch9_10,两晋十六国时期 第 9 及 10 批,冉魏,冉魏,魏晋南北朝/五胡十六国外政权,冉魏,350..352,350..352,3,3,0,0,,,《晋书·石季龙载记》附《冉闵传》,352年冉闵兵败被擒，后邺城陷落，冉魏灭亡,PASS_YEAR_COVERAGE,
90,v1.0.0-batch9_10,两晋十六国时期 第 9 及 10 批,前秦,前秦,魏晋南北朝/五胡十六国,前秦,351..394,351..394,48,44,0,0,,,《晋书·苻坚等载记》,394年苻崇兵败被西秦所杀，前秦残余势力覆灭,PASS_YEAR_COVERAGE,
91,v1.0.0-batch9_10,两晋十六国时期 第 9 及 10 批,后燕,后燕,魏晋南北朝/五胡十六国,後燕,384..407,384..409,30,26,2,0,後燕:408..409,,《晋书·慕容垂等载记》,407年慕容熙被杀，高云即位建北燕，后燕亡（一说409年冯跋杀高云）,FAIL_BOUNDARY_VIOLATION,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
92,v1.0.0-batch9_10,两晋十六国时期 第 9 及 10 批,后秦,后秦,魏晋南北朝/五胡十六国,後秦,384..417,384..417,36,34,0,0,,,《晋书·姚苌等载记》,417年东晋刘裕北伐攻破长安，后秦灭亡,PASS_YEAR_COVERAGE,
93,v1.0.0-batch9_10,两晋十六国时期 第 9 及 10 批,西燕,西燕,魏晋南北朝/五胡十六国外政权,西燕,384..394,384..394,12,11,0,0,,,《晋书》,394年被后燕慕容垂所灭,PASS_YEAR_COVERAGE,
94,v1.0.0-batch9_10,两晋十六国时期 第 9 及 10 批,西秦,西秦,魏晋南北朝/五胡十六国,西秦,385..431,385..431,49,47,0,0,,,《晋书·乞伏国仁等载记》,431年被胡夏(赫连定)所灭,PASS_YEAR_COVERAGE,
95,v1.0.0-batch9_10,两晋十六国时期 第 9 及 10 批,后仇池,后仇池,魏晋南北朝/五胡十六国外政权,后仇池,385..443,385..443,59,59,0,0,,,《魏书》/《宋书》,443年被北魏所灭,PASS_YEAR_COVERAGE,
96,v1.0.0-batch8,战国、秦汉至三国时期 第 8 批,中山国,中山国,周/周代诸侯国,中山國,..-296,-414..-296,54,53,0,0,,,《史记·赵世家》,前296年被赵国所灭,PASS_YEAR_COVERAGE,
97,v1.0.0-batch8,战国、秦汉至三国时期 第 8 批,赵国,赵国,周/周代诸侯国,趙國,-403..-222,-403..-222,182,182,0,0,,,《史记·赵世家》,前222年王贲虏代王嘉，赵国彻底灭亡,PASS_YEAR_COVERAGE,
98,v1.0.0-batch8,战国、秦汉至三国时期 第 8 批,韩国,韩国,周/周代诸侯国,韓國,-403..-230,-403..-230,175,174,0,0,,,《史记·韩世家》,前230年秦将内史腾灭韩,PASS_YEAR_COVERAGE,
99,v1.0.0-batch8,战国、秦汉至三国时期 第 8 批,魏国,魏国,周/周代诸侯国,魏國,-403..-225,-403..-225,180,179,0,0,,,《史记·魏世家》,前225年秦将王贲水淹大梁灭魏,PASS_YEAR_COVERAGE,
100,v1.0.0-batch8,战国、秦汉至三国时期 第 8 批,苴国,苴国,周/周代诸侯国,苴國,-368..-316,-368..-316,53,53,0,0,,,《华阳国志》,前316年随蜀国同被秦国所灭,PASS_YEAR_COVERAGE,
101,v1.0.0-batch8,战国、秦汉至三国时期 第 8 批,东周国,东周国,周/周代诸侯国,東周國,-367..-249,-367..-249,119,119,0,0,,,《史记·周本纪》,前249年被秦国（秦庄襄王）所灭,PASS_YEAR_COVERAGE,
102,v1.0.0-batch8,战国、秦汉至三国时期 第 8 批,秦朝,秦朝,秦汉/秦朝,秦朝,-221..-206,-221..-207,16,15,0,1,,秦朝:-206,《史记·秦始皇本纪》,前206年子婴降刘邦，秦亡,FAIL_MISSING_YEARS,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
103,v1.0.0-batch8,战国、秦汉至三国时期 第 8 批,西汉,西汉,秦汉/西漢,西漢,-202..8,-202..9,222,211,1,0,西漢:9,,《汉书·王莽传》,公元8年王莽篡汉，建立新朝,FAIL_BOUNDARY_VIOLATION,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
104,v1.0.0-batch8,战国、秦汉至三国时期 第 8 批,扶余,扶余,魏晋南北朝/五胡十六国外政权,扶餘,-86..494,-86..-48,40,39,0,541,,扶餘:-47..494,《三国史记》/《魏书》,494年被高句丽所灭,FAIL_MISSING_YEARS,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
105,v1.0.0-batch8,战国、秦汉至三国时期 第 8 批,新朝,新朝,秦汉/新朝,新朝,8..23,9..23,15,15,0,1,,新朝:8,《汉书·王莽传》,8年建立，23年绿林军攻入长安，王莽死,FAIL_MISSING_YEARS,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
106,v1.0.0-batch8,战国、秦汉至三国时期 第 8 批,东汉,东汉,秦汉/東漢,東漢,25..220,25..220,205,196,0,0,,,《后汉书》/《三国志》,220年汉献帝禅位于曹丕,PASS_YEAR_COVERAGE,
107,v1.0.0-batch8,战国、秦汉至三国时期 第 8 批,仇池,仇池,魏晋南北朝/五胡十六国外政权,仇池,184..443,184..210,28,27,0,233,,仇池:211..443,《魏书》/《宋书》,443年后仇池为北魏所灭,FAIL_MISSING_YEARS,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
108,v1.0.0-batch8,战国、秦汉至三国时期 第 8 批,曹魏,曹魏,三国/三国,曹魏,220..265,220..266,51,47,1,0,曹魏:266,,《三国志·魏书》,220年曹丕称帝，265年司马炎代魏建立西晋,FAIL_BOUNDARY_VIOLATION,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
109,v1.0.0-batch8,战国、秦汉至三国时期 第 8 批,蜀汉,蜀汉,三国/三国,蜀漢,221..263,221..263,44,43,0,0,,,《三国志·蜀书》,221年刘备称帝，263年邓艾灭蜀，刘禅投降,PASS_YEAR_COVERAGE,
110,v1.0.0-batch8,战国、秦汉至三国时期 第 8 批,东吴,东吴,三国/三国,東吳,222..280,222..280,62,59,0,0,,,《三国志·吴书》,222年孙权称王建国(229年称帝)，280年西晋灭吴,PASS_YEAR_COVERAGE,
111,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,蒋国,蒋国,周/周代诸侯国,蔣國,-1040..-617,-1040..-617,424,424,0,0,,,《左传·文公十年》,前617年被楚穆王所灭,PASS_YEAR_COVERAGE,
112,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,卫国,卫国,周/周代诸侯国 | 周/周代诸侯国,衛國 | 衞國,-1040..-209 | -1040..-209,-1040..-209 | -1040..-209,1680,1664,0,0,,,《史记·卫康叔世家》,前209年秦二世废卫君角为庶人，卫国彻底灭亡,PASS_YEAR_COVERAGE,
113,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,衞国,卫国,周/周代诸侯国 | 周/周代诸侯国,衛國 | 衞國,-1040..-209 | -1040..-209,-1040..-209 | -1040..-209,1680,1664,0,0,,,《史记·卫康叔世家》,前209年秦二世废卫君角为庶人，卫国彻底灭亡,PASS_YEAR_COVERAGE,
114,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,邢国,邢国,周/周代诸侯国,邢國,-1040..-635,-1040..-635,406,406,0,0,,,《左传·僖公二十五年》,前635年被卫国所灭,PASS_YEAR_COVERAGE,
115,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,晋国,晋国,周/周代诸侯国,晉國,-1033..-376,-1033..-349,753,685,27,0,晉國:-375..-349,,《史记·晋世家》,前376年韩、赵、魏废晋静公，将晋公室剩余土地瓜分,FAIL_BOUNDARY_VIOLATION,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
116,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,秦国,秦国,周/周代诸侯国,秦國,-900..-206,-900..-206,695,695,0,0,,,《史记·秦始皇本纪》,前206年刘邦破咸阳，秦王子婴投降，秦朝(国)灭亡,PASS_YEAR_COVERAGE,
117,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,申国,申国,周/周代诸侯国,申國,-841..-688,-841..-688,154,154,0,0,,,《左传·庄公六年》,约前688年被楚文王所灭,PASS_YEAR_COVERAGE,
118,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,詹国,詹国,周/周代诸侯国,詹國,-827..-771,-827..-827,1,1,0,56,,詹國:-826..-771,文献考证,前771年随西周覆灭而亡,FAIL_MISSING_YEARS,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
119,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,梁国,梁国,周/周代诸侯国,梁國,-821..-640,-821..-641,181,181,0,1,,梁國:-640,《左传·僖公二十年》,前640年被秦穆公所灭,FAIL_MISSING_YEARS,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
120,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,郑国,郑国,周/周代诸侯国,鄭國,-806..-375,-806..-375,432,432,0,0,,,《史记·郑世家》,前375年被韩国(韩哀侯)所灭,PASS_YEAR_COVERAGE,
121,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,尹国,尹国,周/周代诸侯国,尹國,-770..-513,-770..-513,258,258,0,0,,,《左传·昭公二十九年》,前513年亡于周敬王、晋国联军(王子朝之乱),PASS_YEAR_COVERAGE,
122,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,东周,东周,周/周代诸侯国 | 周/周朝,東周 | 東周,-770..-256 | -770..-256,-770..-256 | -770..-256,1546,1030,0,0,,,《史记·周本纪》,前256年秦国攻入雒邑，东周(周赧王)灭亡,PASS_YEAR_COVERAGE,
123,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,刘国,刘国,周/周代诸侯国,劉國,-712..-441,-712..-455,259,258,0,14,,劉國:-454..-441,《左传》及战国史考,约前441年亡于周贞定王,FAIL_MISSING_YEARS,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
124,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,吕国,吕国,周/周代诸侯国,呂國,-688..-688,-688..-680,9,9,8,0,呂國:-687..-680,,《左传》及楚史考证,约前688年与申国同时被楚文王所灭,FAIL_BOUNDARY_VIOLATION,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
125,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,郳国,郳国,周/周代诸侯国,郳國,-653..-335,-653..-325,329,329,10,0,郳國:-334..-325,,《左传》及战国史,前335年被楚国所灭,FAIL_BOUNDARY_VIOLATION,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
126,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,滥国,滥国,周/周代诸侯国,濫國,-643..-521,-643..-510,134,134,11,0,濫國:-520..-510,,《左传·昭公二十一年》,前521年降于鲁国,FAIL_BOUNDARY_VIOLATION,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
127,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,潞氏,潞氏,周/周代诸侯国,潞氏,-604..-594,-604..-594,11,11,0,0,,,《左传·宣公十五年》,前594年被晋国所灭,PASS_YEAR_COVERAGE,
128,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,巩国,巩国,周/周代诸侯国,鞏國,-516..-516,-516..-516,1,1,0,0,,,《左传·昭公二十六年》,前516年参与王子朝之乱被晋国联军灭亡,PASS_YEAR_COVERAGE,
129,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,薛国,薛国,周/周代诸侯国,薛國,..-327,-510..-485,25,25,0,0,,,战国史考,约前327年被齐国、魏国所灭,PASS_YEAR_COVERAGE,
130,v1.0.0-batch6_7,先秦时期（周代诸侯国）第 6 及 7 批,西周国,西周国,周/周代诸侯国,西周國,-440..-256,-440..-256,185,185,0,0,,,《史记·周本纪》,前256年被秦国所灭,PASS_YEAR_COVERAGE,
131,v1.0.0-batch5,先秦时期（周代诸侯国）第 5 批,谭国,谭国,周/周代诸侯国,譚國,-1046..-684,-1046..-684,363,363,0,0,,,《左传·庄公十年》,前684年被齐国所灭,PASS_YEAR_COVERAGE,
132,v1.0.0-batch5,先秦时期（周代诸侯国）第 5 批,越国,越国,周/周代诸侯国,越國,-2032..-222,-1046..-222,826,825,0,0,,,《史记·越王勾践世家》,前222年秦降越君，置会稽郡,PASS_YEAR_COVERAGE,
133,v1.0.0-batch5,先秦时期（周代诸侯国）第 5 批,邾国,邾国,周/周代诸侯国,邾國,-1046..-281,-1046..-281,766,766,0,0,,,《左传》及《史记》,约前281年被楚国所灭,PASS_YEAR_COVERAGE,
134,v1.0.0-batch5,先秦时期（周代诸侯国）第 5 批,郕国,郕国,周/周代诸侯国,郕國,-1046..-408,-1046..-408,639,639,0,0,,,《左传》,前408年亡于齐国（一说附庸于鲁）,PASS_YEAR_COVERAGE,
135,v1.0.0-batch5,先秦时期（周代诸侯国）第 5 批,酆国,酆国,周/周代诸侯国,酆國,-1046..-1023,-1046..-1023,24,24,0,0,,,《左传·昭公四年》及文献,周康王十二年(约前1009年)被灭,PASS_YEAR_COVERAGE,
136,v1.0.0-batch5,先秦时期（周代诸侯国）第 5 批,陈国,陈国,周/周代诸侯国,陳國,-1046..-478,-1046..-478,570,569,0,0,,,《史记·陈杞世家》,前478年被楚惠王所灭,PASS_YEAR_COVERAGE,
137,v1.0.0-batch5,先秦时期（周代诸侯国）第 5 批,霍国,霍国,周/周代诸侯国,霍國,-1046..-661,-1046..-661,386,386,0,0,,,《左传·闵公元年》,前661年被晋献公所灭,PASS_YEAR_COVERAGE,
138,v1.0.0-batch5,先秦时期（周代诸侯国）第 5 批,顿国,顿国,周/周代诸侯国,頓國,-1046..-496,-1046..-496,551,551,0,0,,,《左传·定公十四年》,前496年被楚国所灭,PASS_YEAR_COVERAGE,
139,v1.0.0-batch5,先秦时期（周代诸侯国）第 5 批,鲁国,鲁国,周/周代诸侯国,魯國,-1046..-256,-1046..-256,791,791,0,0,,,《史记·鲁周公世家》,前256年被楚考烈王所灭,PASS_YEAR_COVERAGE,
140,v1.0.0-batch5,先秦时期（周代诸侯国）第 5 批,齐国,齐国,周/周代诸侯国,齊國,-1046..-221,-1046..-221,858,826,0,0,,,《史记·田敬仲完世家》,前221年被秦王政所灭,PASS_YEAR_COVERAGE,
141,v1.0.0-batch5,先秦时期（周代诸侯国）第 5 批,曹国,曹国,周/周代诸侯国,曹國,-1041..-487,-1041..-487,574,555,0,0,,,《史记·管蔡世家》/《左传》,前487年被宋景公所灭,PASS_YEAR_COVERAGE,
142,v1.0.0-batch5,先秦时期（周代诸侯国）第 5 批,宋国,宋国,周/周代诸侯国,宋國,-1040..-286,-1040..-286,756,755,0,0,,,《史记·宋微子世家》,前286年被齐国(齐湣王)所灭,PASS_YEAR_COVERAGE,
143,v1.0.0-batch5,先秦时期（周代诸侯国）第 5 批,江国,江国,周/周代诸侯国,江國,-1040..-623,-1040..-623,418,418,0,0,,,《左传·文公四年》,前623年被楚穆王所灭,PASS_YEAR_COVERAGE,
144,v1.0.0-batch5,先秦时期（周代诸侯国）第 5 批,沈国,沈国,周/周代诸侯国,沈國,-1040..-506,-1040..-506,535,535,0,0,,,《左传·定公四年》,前506年被蔡国所灭,PASS_YEAR_COVERAGE,
145,v1.0.0-batch5,先秦时期（周代诸侯国）第 5 批,祭国,祭国,周/周代诸侯国,祭國,-1040..-769,-1040..-769,272,272,0,0,,,《左传·隐公元年》及相关文献,前715年左右被郑国所并,PASS_YEAR_COVERAGE,
146,v1.0.0-batch4,先秦时期（周代诸侯国）第 4 批,祝国,祝国,周/周代诸侯国,祝國,-1046..-768,-1046..-768,279,279,0,0,,,《左传·隐公七年》,前768年被齐国所灭,PASS_YEAR_COVERAGE,
147,v1.0.0-batch4,先秦时期（周代诸侯国）第 4 批,管国,管国,周/周代诸侯国,管國,-1046..-1039,-1046..-1040,7,7,0,1,,管國:-1039,《史记·管蔡世家》,三监之乱后管叔鲜被杀，管国灭亡,FAIL_MISSING_YEARS,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
148,v1.0.0-batch4,先秦时期（周代诸侯国）第 4 批,舒国,舒国,周/周代诸侯国,舒國,-1046..-657,-1046..-657,390,390,0,0,,,《左传·僖公三年》,前657年被徐国所灭（一说楚国）,PASS_YEAR_COVERAGE,
149,v1.0.0-batch4,先秦时期（周代诸侯国）第 4 批,舒庸国,舒庸国,周/周代诸侯国,舒庸國,-1046..-574,-1046..-574,473,473,0,0,,,《左传·成公十七年》,前574年被楚国所灭,PASS_YEAR_COVERAGE,
150,v1.0.0-batch4,先秦时期（周代诸侯国）第 4 批,舒蓼国,舒蓼国,周/周代诸侯国,舒蓼國,-1046..-601,-1046..-601,446,446,0,0,,,《左传·宣公八年》,前601年被楚国所灭,PASS_YEAR_COVERAGE,
151,v1.0.0-batch4,先秦时期（周代诸侯国）第 4 批,舒鸠国,舒鸠国,周/周代诸侯国,舒鳩國,-1046..-548,-1046..-548,499,499,0,0,,,《左传·襄公二十五年》,前548年被楚国所灭,PASS_YEAR_COVERAGE,
152,v1.0.0-batch4,先秦时期（周代诸侯国）第 4 批,英国,英国,周/周代诸侯国,英國,-1046..-646,-1046..-646,401,401,0,0,,,《左传·僖公十四年》,前646年被楚成王所灭,PASS_YEAR_COVERAGE,
153,v1.0.0-batch4,先秦时期（周代诸侯国）第 4 批,莒国,莒国,周/周代诸侯国,莒國,-1046..-431,-1046..-431,616,616,0,0,,,《史记·楚世家》,前431年被楚简王所灭,PASS_YEAR_COVERAGE,
154,v1.0.0-batch4,先秦时期（周代诸侯国）第 4 批,蔡国,蔡国,周/周代诸侯国,蔡國,-1046..-447,-1046..-447,603,600,0,0,,,《史记·管蔡世家》,前447年被楚惠王所灭,PASS_YEAR_COVERAGE,
155,v1.0.0-batch4,先秦时期（周代诸侯国）第 4 批,虞国,虞国,周/周代诸侯国,虞國,-1046..-655,-1046..-655,392,392,0,0,,,《左传·僖公五年》,前655年被晋献公所灭,PASS_YEAR_COVERAGE,
156,v1.0.0-batch4,先秦时期（周代诸侯国）第 4 批,西周,西周,周/周代诸侯国 | 周/周朝,西周 | 西周,-1046..-771 | -1046..-771,-1046..-771 | -1046..-771,554,552,0,0,,,《史记·周本纪》,前771年犬戎攻破镐京，西周灭亡,PASS_YEAR_COVERAGE,
157,v1.0.0-batch4,先秦时期（周代诸侯国）第 4 批,西虢国,西虢国,周/周代诸侯国,西虢國,-1046..-655,-1046..-655,392,392,0,0,,,《左传·僖公五年》,前655年被晋献公所灭,PASS_YEAR_COVERAGE,
158,v1.0.0-batch4,先秦时期（周代诸侯国）第 4 批,许国,许国,周/周代诸侯国,許國,-1046..-481,-1046..-481,566,566,0,0,,,《左传》及《史记》,前481年(或战国初年)被楚国所灭,PASS_YEAR_COVERAGE,
159,v1.0.0-batch3,先秦时期（周代诸侯国）第 3 批,根牟国,根牟国,周/周代诸侯国,根牟國,-1046..-600,-1046..-600,447,447,0,0,,,《左传·宣公九年》,前600年被鲁国所灭,PASS_YEAR_COVERAGE,
160,v1.0.0-batch3,先秦时期（周代诸侯国）第 3 批,楚国,楚国,周/周代诸侯国,楚国,-1046..-223,-1046..-223,824,824,0,0,,,《史记·楚世家》,前223年王翦灭楚,PASS_YEAR_COVERAGE,
161,v1.0.0-batch3,先秦时期（周代诸侯国）第 3 批,殷国,殷国,周/周代诸侯国,殷國,-1046..-1039,-1046..-1040,7,7,0,1,,殷國:-1039,《史记·周本纪》,三监之乱后武庚被杀，殷国灭亡,FAIL_MISSING_YEARS,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
162,v1.0.0-batch3,先秦时期（周代诸侯国）第 3 批,毛国,毛国,周/周代诸侯国,毛國,-1046..-516,-1046..-516,531,531,0,0,,,《左传·昭公二十六年》,前516年因参与王子朝之乱亡于秦国,PASS_YEAR_COVERAGE,
163,v1.0.0-batch3,先秦时期（周代诸侯国）第 3 批,温国,温国,周/周代诸侯国,溫國,-1046..-650,-1046..-650,397,397,0,0,,,《左传·僖公十年》,前650年亡于北狄,PASS_YEAR_COVERAGE,
164,v1.0.0-batch3,先秦时期（周代诸侯国）第 3 批,滕国,滕国,周/周代诸侯国,滕國,-1046..-297,-1046..-297,750,750,0,0,,,《史记》及战国史考,约前297年亡于宋国,PASS_YEAR_COVERAGE,
165,v1.0.0-batch3,先秦时期（周代诸侯国）第 3 批,潘国,潘国,周/周代诸侯国,潘國,-1046..-504,-1046..-504,543,543,0,0,,,《左传·定公六年》,前504年被楚国所灭,PASS_YEAR_COVERAGE,
166,v1.0.0-batch3,先秦时期（周代诸侯国）第 3 批,焦国,焦国,周/周代诸侯国,焦國,-1046..-775,-1046..-775,272,272,0,0,,,《史记》及地理志,前775年亡于西虢国,PASS_YEAR_COVERAGE,
167,v1.0.0-batch3,先秦时期（周代诸侯国）第 3 批,燕国,燕国,周/周代诸侯国,燕國,-1046..-222,-1046..-221,827,826,1,0,燕國:-221,,《史记·燕召公世家》,前222年王贲灭燕,FAIL_BOUNDARY_VIOLATION,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
168,v1.0.0-batch3,先秦时期（周代诸侯国）第 3 批,毕国,毕国,周/周代诸侯国,畢國,-1046..-1046,-1046..-1046,1,1,0,0,,,《史记》及金文,春秋初期亡于西戎,PASS_YEAR_COVERAGE,
169,v1.0.0-batch2,先秦时期（周代诸侯国）第 2 批,吴国,吴国,周/周代诸侯国,吳國,-1096..-473,-1046..-473,574,574,0,0,,,《史记·吴太伯世家》,前473年被越国所灭,PASS_YEAR_COVERAGE,
170,v1.0.0-batch2,先秦时期（周代诸侯国）第 2 批,周国,周国,周/周代诸侯国,周國,-1046..-1046,-1046..-1046,1,1,0,0,,,《史记·周本纪》,西周王畿前身或宗庙所在地,PASS_YEAR_COVERAGE,
171,v1.0.0-batch2,先秦时期（周代诸侯国）第 2 批,宿国,宿国,周/周代诸侯国,宿國,-1046..-684,-1046..-684,363,363,0,0,,,《春秋·庄公十年》,前684年被宋国所灭,PASS_YEAR_COVERAGE,
172,v1.0.0-batch2,先秦时期（周代诸侯国）第 2 批,巴国,巴国,周/周代诸侯国,巴國,-1046..-316,-1046..-316,731,731,0,0,,,《华阳国志·巴志》,前316年被秦惠文王所灭,PASS_YEAR_COVERAGE,
173,v1.0.0-batch2,先秦时期（周代诸侯国）第 2 批,应国,应国,周/周代诸侯国,應國,-1046..-1046,-1046..-1046,1,1,0,0,,,《左传》、应国墓地考古,春秋中期被楚国所灭,PASS_YEAR_COVERAGE,
174,v1.0.0-batch1,先秦时期（周代诸侯国）第 1 批,六国 (录国),六国,周/周代诸侯国,六國,-1046..-622,-1046..-622,425,425,0,0,,,《春秋·文公五年》,楚穆王灭六国,PASS_YEAR_COVERAGE,
175,v1.0.0-batch1,先秦时期（周代诸侯国）第 1 批,芮国,芮国,周/周代诸侯国,芮国,-1046..-640,-1046..-640,407,407,0,0,,,《左传·僖公二十年》,秦穆公灭芮,PASS_YEAR_COVERAGE,
176,v1.0.0-batch1,先秦时期（周代诸侯国）第 1 批,北虢国 (沛县),北虢国,周/周代诸侯国,北虢國沛縣,-767..-655,-1046..-655,392,392,279,0,北虢國沛縣:-1046..-768,,《左传·僖公五年》,晋献公假道伐虢灭北虢,FAIL_BOUNDARY_VIOLATION,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
177,v1.0.0-batch1,先秦时期（周代诸侯国）第 1 批,原国,原国,周/周代诸侯国,原國,-1046..-635,-1046..-563,484,484,72,0,原國:-634..-563,,《左传·僖公二十五年》,晋文公灭原,FAIL_BOUNDARY_VIOLATION,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
178,v1.0.0-batch1,先秦时期（周代诸侯国）第 1 批,召国,召国,周/周代诸侯国,召國,-1046..-513,-1046..-1046,1,1,0,533,,召國:-1045..-513,《左传·昭公二十九年》,周敬王杀召简公，召国灭亡,FAIL_MISSING_YEARS,v0.2 metadata and expanded year rows are inconsistent; regenerate/remove/add rows for this polity context.
