anecdote_id,dynasty_name,macro_period,year,sort_order,date_label,date_precision,coverage_start_year,coverage_end_year,anecdote_type,title,phrase,short_description,story_text,source_title,source_section,source_url,source_type,source_note,related_polity_ids,related_people,location_historical_name,location_modern_name,longitude,latitude,location_precision,primary_education_stage,education_stage_tags,display_priority,review_status,review_note
anecdote_eur_0001,希腊神话,古风时代,-1200,2,公元前1200年,approx,-1200,-1200,legend,特洛伊木马（Trojan Horse）,木马屠城,希腊联军用巨大木马伪装作贡品送入特洛伊，夜间藏于其中的希腊战士打开城门，特洛伊陷落。,希腊联军用巨大木马伪装作贡品送入特洛伊，夜间藏于其中的希腊战士打开城门，特洛伊陷落。,Encyclopaedia Britannica: Greek civilization,,https://www.britannica.com/topic/ancient-Greek-civilization,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0004|polity_eur_0003,Odysseus; Priam; Helen,Troy,Troy,26.2389,39.9575,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0002,希腊神话,青铜时代,-1300,3,公元前1300年,approx,-1300,-1300,legend,忒修斯与米诺陶（Theseus and the Minotaur）,阿里阿德涅之线,雅典王子忒修斯进入克里特迷宫斩杀牛头怪米诺陶，靠米诺斯公主阿里阿德涅赠予的线团走出迷宫。,雅典王子忒修斯进入克里特迷宫斩杀牛头怪米诺陶，靠米诺斯公主阿里阿德涅赠予的线团走出迷宫。,Encyclopaedia Britannica: Minoan civilization,,https://www.britannica.com/topic/Minoan-civilization,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0001|polity_eur_0014,Theseus; Minos; Ariadne; Minotaur,Knossos,Knossos,25.1631,35.298,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0003,希腊神话,青铜时代,-1200,4,公元前1200年,approx,-1200,-1200,legend,赫拉克勒斯十二试炼（The Twelve Labors of Heracles）,大力神十二试炼,赫拉克勒斯为赎杀子之罪，受迈锡尼王欧律斯透斯命令完成十二项不可能的任务，包括尼米亚狮、勒拿水蛇、革律翁牛群等。,赫拉克勒斯为赎杀子之罪，受迈锡尼王欧律斯透斯命令完成十二项不可能的任务，包括尼米亚狮、勒拿水蛇、革律翁牛群等。,Encyclopaedia Britannica: Greek civilization,,https://www.britannica.com/topic/ancient-Greek-civilization,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0003,Heracles; Eurystheus,Mycenae,Mycenae,22.7568,37.73,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0004,希腊神话,青铜时代,-1300,5,公元前1300年,approx,-1300,-1300,legend,伊阿宋与金羊毛（Jason and the Argonauts）,阿尔戈号远征,伊阿宋率阿尔戈英雄团乘阿尔戈号远征科尔基斯（黑海东岸）夺取金羊毛，获美狄亚相助。,伊阿宋率阿尔戈英雄团乘阿尔戈号远征科尔基斯（黑海东岸）夺取金羊毛，获美狄亚相助。,Encyclopaedia Britannica: Greek civilization,,https://www.britannica.com/topic/ancient-Greek-civilization,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0003,Jason; Medea; Argonauts,Pella,Pella,22.5266,40.7572,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0005,希腊神话,古风时代,-700,6,公元前700年,approx,-700,-700,legend,俄狄浦斯王（Oedipus Rex）,弑父娶母,底比斯王子俄狄浦斯不知情下杀父娶母，应验德尔斐神谕，揭示后自残双目流亡。索福克勒斯悲剧母题。,底比斯王子俄狄浦斯不知情下杀父娶母，应验德尔斐神谕，揭示后自残双目流亡。索福克勒斯悲剧母题。,Encyclopaedia Britannica: Greek civilization,,https://www.britannica.com/topic/ancient-Greek-civilization,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0017,Oedipus; Laius; Jocasta,Thebes,Thebes,23.3158,38.3217,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0006,希腊神话,青铜时代,-1200,7,公元前1200年,approx,-1200,-1200,legend,珀尔修斯与美杜莎（Perseus and Medusa）,斩蛇发美杜莎,阿耳戈斯王子珀尔修斯借雅典娜之盾与赫尔墨斯之剑斩下美杜莎之头，救埃塞俄比亚公主安德罗墨达。,阿耳戈斯王子珀尔修斯借雅典娜之盾与赫尔墨斯之剑斩下美杜莎之头，救埃塞俄比亚公主安德罗墨达。,Encyclopaedia Britannica: Greek civilization,,https://www.britannica.com/topic/ancient-Greek-civilization,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0003,Perseus; Medusa; Andromeda,Argos,Argos,22.7331,37.6309,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0007,希腊神话/历史交汇,古典时代,-431,8,公元前431年,approx,-431,-431,historical_memory,伯里克利的悼词（Funeral Oration of Pericles）,雅典是希腊的学校,伯罗奔尼撒战争首年雅典阵亡将士葬礼上，伯里克利发表演说赞颂雅典民主与公民精神。修昔底德记录。,伯罗奔尼撒战争首年雅典阵亡将士葬礼上，伯里克利发表演说赞颂雅典民主与公民精神。修昔底德记录。,Encyclopaedia Britannica: Greek civilization,,https://www.britannica.com/topic/ancient-Greek-civilization,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0026,Pericles,Athens,Athens,23.7275,37.9838,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0008,罗马神话,古风时代,-753,9,公元前753年,approx,-753,-753,legend,罗慕路斯与雷穆斯（Romulus and Remus）,双子建罗马,战神玛尔斯与维斯塔贞女之子双胞胎被遗弃台伯河，由母狼哺育，长大后建罗马城；罗慕路斯杀雷穆斯成为首王。,战神玛尔斯与维斯塔贞女之子双胞胎被遗弃台伯河，由母狼哺育，长大后建罗马城；罗慕路斯杀雷穆斯成为首王。,Encyclopaedia Britannica: Ancient Rome,,https://www.britannica.com/place/ancient-Rome,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0019,Romulus; Remus,Rome,Rome,12.4964,41.9028,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0009,罗马传说,古风时代,-509,10,公元前509年,approx,-509,-509,legend,卢克丽霞之死（Lucretia）,贞女之耻,贵族卢克丽霞遭末王塔克文之子凌辱后自尽，引发布鲁图斯领导贵族驱逐塔克文王朝，建立共和。,贵族卢克丽霞遭末王塔克文之子凌辱后自尽，引发布鲁图斯领导贵族驱逐塔克文王朝，建立共和。,Encyclopaedia Britannica: Ancient Rome,,https://www.britannica.com/place/ancient-Rome,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0019|polity_eur_0032,Lucretia; Sextus Tarquinius; Lucius Junius Brutus,Rome,Rome,12.4964,41.9028,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0010,罗马传说,古风时代,-507,11,公元前507年,approx,-507,-507,legend,贺拉提乌斯守桥（Horatius Cocles）,独守苏布利契亚桥,罗马英雄贺拉提乌斯·科克勒斯独立守桥抵御伊特鲁里亚军，给身后罗马人毁桥时间，自己跳河逃生。,罗马英雄贺拉提乌斯·科克勒斯独立守桥抵御伊特鲁里亚军，给身后罗马人毁桥时间，自己跳河逃生。,Encyclopaedia Britannica: Ancient Rome,,https://www.britannica.com/place/ancient-Rome,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0032,Horatius Cocles; Lars Porsena,Rome,Rome,12.4964,41.9028,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0011,罗马传说,古典时代,-458,12,公元前458年,approx,-458,-458,legend,辛辛纳图斯归田（Cincinnatus）,十六天的独裁,独裁官辛辛纳图斯击败埃魁人后十六日卸任，回到自家小农场。共和制公民德行的典范。,独裁官辛辛纳图斯击败埃魁人后十六日卸任，回到自家小农场。共和制公民德行的典范。,Encyclopaedia Britannica: Ancient Rome,,https://www.britannica.com/place/ancient-Rome,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0032,Lucius Quinctius Cincinnatus,Rome,Rome,12.4964,41.9028,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0012,罗马传说,古典时代,-390,13,公元前390年,approx,-390,-390,legend,高卢人入侵罗马 — 卡庇托利的鹅（Brennus & the Geese）,高卢人来了！,布伦努斯率高卢人攻陷罗马，唯卡庇托山堡守住——夜袭被神庙群鹅鸣叫警觉。布伦努斯索贡时把剑掷上天平喊 'Vae victis'（败者无理）。,布伦努斯率高卢人攻陷罗马，唯卡庇托山堡守住——夜袭被神庙群鹅鸣叫警觉。布伦努斯索贡时把剑掷上天平喊 'Vae victis'（败者无理）。,Encyclopaedia Britannica: Ancient Rome,,https://www.britannica.com/place/ancient-Rome,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0032,Brennus; Marcus Manlius,Rome,Rome,12.4964,41.9028,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0013,北欧神话,铁器时代,-100,14,公元前100年,approx,-100,-100,legend,奥丁与世界树（Odin and Yggdrasil）,一只眼换智慧,主神奥丁挂在世界树 Yggdrasil 上九天九夜，自挽枪刃以换取卢恩字符的智慧；又在密米尔之泉献出一只眼以饮泉获洞见。,主神奥丁挂在世界树 Yggdrasil 上九天九夜，自挽枪刃以换取卢恩字符的智慧；又在密米尔之泉献出一只眼以饮泉获洞见。,Encyclopaedia Britannica: Vikings,,https://www.britannica.com/topic/Viking-people,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0009,Odin; Mimir,Uppsala,Uppsala,17.6389,59.8586,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0014,北欧神话,中古时代,900,15,900年,approx,900,900,legend,雷神之锤（Thor's Hammer Mjölnir）,姆约尼尔,雷神托尔的战锤姆约尼尔由侏儒锻造，能掷出击碎山岳又自动回到手中。维京船首与坠饰常见雷锤造型。,雷神托尔的战锤姆约尼尔由侏儒锻造，能掷出击碎山岳又自动回到手中。维京船首与坠饰常见雷锤造型。,Encyclopaedia Britannica: Vikings,,https://www.britannica.com/topic/Viking-people,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0052|polity_eur_0054,Thor; Loki; Sif,Uppsala,Uppsala,17.6389,59.8586,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0015,北欧神话,中古时代,1000,16,1000年,approx,1000,1000,legend,诸神黄昏（Ragnarök）,诸神之末日,末日预言：芬利尔狼吞噬奥丁、托尔与世界蛇耶梦加得同归于尽、世界树燃烧、九界沉海，而后新世界重生。,末日预言：芬利尔狼吞噬奥丁、托尔与世界蛇耶梦加得同归于尽、世界树燃烧、九界沉海，而后新世界重生。,Encyclopaedia Britannica: Vikings,,https://www.britannica.com/topic/Viking-people,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0052|polity_eur_0053,Odin; Thor; Loki; Fenrir; Jörmungandr,Uppsala,Uppsala,17.6389,59.8586,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0016,盎格鲁-撒克逊/北欧叙事,古典时代,750,17,750年,approx,750,750,legend,贝奥武夫（Beowulf）,斩格伦德尔,高特族英雄贝奥武夫赴丹麦助赫罗斯加王斩怪物格伦德尔母子，晚年化龙之战中同归于尽。盎格鲁-撒克逊最古老英语史诗。,高特族英雄贝奥武夫赴丹麦助赫罗斯加王斩怪物格伦德尔母子，晚年化龙之战中同归于尽。盎格鲁-撒克逊最古老英语史诗。,Encyclopaedia Britannica: Vikings,,https://www.britannica.com/topic/Viking-people,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0051|polity_eur_0053,Beowulf; Grendel; Hrothgar,Roskilde,Roskilde,12.0833,55.6422,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0017,不列颠传说,古典时代,500,18,500年,approx,500,500,legend,石中剑与亚瑟王（Arthur Pulls the Sword from the Stone）,拔出石中剑者方为不列颠之王,少年亚瑟从教堂前石砧中拔出剑（不是 Excalibur），证明自己是合法的不列颠王。后获 Lady of the Lake 赠湖中剑 Excalibur。,少年亚瑟从教堂前石砧中拔出剑（不是 Excalibur），证明自己是合法的不列颠王。后获 Lady of the Lake 赠湖中剑 Excalibur。,Encyclopaedia Britannica: United Kingdom — History,,https://www.britannica.com/place/United-Kingdom/History,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0051,Arthur; Merlin,Winchester,Winchester,-1.3081,51.0632,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0018,不列颠传说,古典时代,520,19,520年,approx,520,520,legend,圆桌骑士（Knights of the Round Table）,圆桌无上下,亚瑟王在卡梅洛特设圆桌，使所有骑士席位平等。骑士团包括 Lancelot、Gawain、Galahad、Percival 等。,亚瑟王在卡梅洛特设圆桌，使所有骑士席位平等。骑士团包括 Lancelot、Gawain、Galahad、Percival 等。,Encyclopaedia Britannica: United Kingdom — History,,https://www.britannica.com/place/United-Kingdom/History,encyclopedia,Anecdote/context row; not used as sole chronology source.,,Arthur; Lancelot; Galahad; Gawain,Winchester,Winchester,-1.3081,51.0632,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0019,不就传说,古典时代,540,20,540年,approx,540,540,legend,圣杯探求（The Quest for the Holy Grail）,圣杯,圆桌骑士寻求基督最后晚餐的圣杯，只有 Galahad、Percival、Bors 三纯洁骑士见到圣杯并升天。,圆桌骑士寻求基督最后晚餐的圣杯，只有 Galahad、Percival、Bors 三纯洁骑士见到圣杯并升天。,Encyclopaedia Britannica: United Kingdom — History,,https://www.britannica.com/place/United-Kingdom/History,encyclopedia,Anecdote/context row; not used as sole chronology source.,,Galahad; Percival; Bors,Winchester,Winchester,-1.3081,51.0632,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0020,不列颠传说,古典时代,550,21,550年,approx,550,550,legend,特里斯坦与伊瑟（Tristan and Iseult）,爱情灵药,康沃尔骑士特里斯坦被派去爱尔兰为叔父马克王迎娶伊瑟公主，两人误饮爱情灵药生死相恋，悲剧收场。中世纪 courtly love 母题。,康沃尔骑士特里斯坦被派去爱尔兰为叔父马克王迎娶伊瑟公主，两人误饮爱情灵药生死相恋，悲剧收场。中世纪 courtly love 母题。,Encyclopaedia Britannica: United Kingdom — History,,https://www.britannica.com/place/United-Kingdom/History,encyclopedia,Anecdote/context row; not used as sole chronology source.,,Tristan; Iseult; Mark of Cornwall,London,London,-0.1276,51.5074,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0021,加洛林叙事诗,中古时代,778,22,778年,approx,778,778,legend,罗兰之歌（La Chanson de Roland）,罗兰吹响奥利凡特号角,查理曼东征西班牙归途中，后卫罗兰在比利牛斯山隆塞斯瓦列斯关被巴斯克伏击；罗兰拒吹号求援直至临终时方吹奥利凡特，号声裂喉而亡。,查理曼东征西班牙归途中，后卫罗兰在比利牛斯山隆塞斯瓦列斯关被巴斯克伏击；罗兰拒吹号求援直至临终时方吹奥利凡特，号声裂喉而亡。,Encyclopaedia Britannica: Carolingian dynasty,,https://www.britannica.com/topic/Carolingian-dynasty,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0044|polity_eur_0048,Roland; Oliver; Charlemagne; Ganelon,Saragossa,Saragossa,-0.8773,41.6488,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0022,加洛林叙事诗,中古时代,800,23,800年,approx,800,800,legend,十二骑士（The Twelve Paladins of Charlemagne）,十二圣骑士,查理曼宫廷传说中的十二位主要骑士，包括 Roland、Oliver、Ogier the Dane、Renaud de Montauban 等。中世纪 chansons de geste 主角群。,查理曼宫廷传说中的十二位主要骑士，包括 Roland、Oliver、Ogier the Dane、Renaud de Montauban 等。中世纪 chansons de geste 主角群。,Encyclopaedia Britannica: Carolingian dynasty,,https://www.britannica.com/topic/Carolingian-dynasty,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0044,Roland; Oliver; Ogier; Renaud,Aachen,Aachen,6.0839,50.7753,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0023,加洛林叙事诗,中古时代,850,24,850年,approx,850,850,legend,奥吉尔之歌（Ogier the Dane）,丹麦的奥吉尔,加洛林叙事诗中的丹麦骑士奥吉尔，先与查理曼对抗，后归顺成为加洛林十二骑士之一。法国与丹麦民间英雄。,加洛林叙事诗中的丹麦骑士奥吉尔，先与查理曼对抗，后归顺成为加洛林十二骑士之一。法国与丹麦民间英雄。,Encyclopaedia Britannica: Carolingian dynasty,,https://www.britannica.com/topic/Carolingian-dynasty,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0044|polity_eur_0053,Ogier the Dane; Charlemagne,Roskilde,Roskilde,12.0833,55.6422,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0024,英格兰民间传说,中世纪盛期,1190,25,1190年,approx,1190,1190,legend,罗宾汉（Robin Hood）,劫富济贫,舍伍德森林绿衣神射手罗宾汉率快乐兄弟会反抗诺丁汉郡长的暴政，劫富济贫，等待狮心王理查回归。,舍伍德森林绿衣神射手罗宾汉率快乐兄弟会反抗诺丁汉郡长的暴政，劫富济贫，等待狮心王理查回归。,Encyclopaedia Britannica: United Kingdom — History,,https://www.britannica.com/place/United-Kingdom/History,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0064,Robin Hood; Little John; Maid Marian; Sheriff of Nottingham,York,York,-1.0815,53.959,city,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0025,瑞士民间传说,中世纪晚期,1307,26,1307年,approx,1307,1307,legend,威廉·退尔（William Tell）,射苹果,瑞士神射手威廉·退尔拒向哈布斯堡奥地利总督 Gessler 之帽行礼，被罚射儿子头顶苹果；射中后刺杀 Gessler，引发瑞士独立。,瑞士神射手威廉·退尔拒向哈布斯堡奥地利总督 Gessler 之帽行礼，被罚射儿子头顶苹果；射中后刺杀 Gessler，引发瑞士独立。,Encyclopaedia Britannica: History of Europe,,https://www.britannica.com/topic/history-of-Europe,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0102,William Tell; Gessler,,,,,,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0026,德意志民间传说,中世纪晚期,1300,27,1300年,approx,1300,1300,legend,哈梅尔的吹笛人（The Pied Piper of Hamelin）,吹笛人带走 130 孩童,花衣吹笛人受雇于哈梅尔镇驱赶老鼠，事后不获报酬，吹笛诱走全镇 130 名孩童，消失于山中。可能反映 1284 年儿童东进运动的历史阴影。,花衣吹笛人受雇于哈梅尔镇驱赶老鼠，事后不获报酬，吹笛诱走全镇 130 名孩童，消失于山中。可能反映 1284 年儿童东进运动的历史阴影。,Encyclopaedia Britannica: History of Europe,,https://www.britannica.com/topic/history-of-Europe,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0061|polity_eur_0062,Pied Piper,,,,,,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0027,德意志民间传说,中世纪晚期,1480,28,1480年,approx,1480,1480,legend,浮士德博士（Doctor Faust）,灵魂交易,德意志学者浮士德博士与魔鬼梅菲斯特费勒斯签约，以灵魂换 24 年知识与享乐。歌德戏剧化为德意志最重要文学母题之一。,德意志学者浮士德博士与魔鬼梅菲斯特费勒斯签约，以灵魂换 24 年知识与享乐。歌德戏剧化为德意志最重要文学母题之一。,Encyclopaedia Britannica: History of Europe,,https://www.britannica.com/topic/history-of-Europe,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0062,Doctor Faust; Mephistopheles,,,,,,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0028,瑞士民间传说,中世纪晚期,1390,29,1390年,approx,1390,1390,legend,阿诺德·冯·温克尔里德（Arnold von Winkelried）,给同志开路,森帕赫战役（1386）瑞士联军对阵奥地利重骑士，温克尔里德怀抱一束敌方长矛刺入自身胸膛为联军开路，使联军突破奥军方阵。,森帕赫战役（1386）瑞士联军对阵奥地利重骑士，温克尔里德怀抱一束敌方长矛刺入自身胸膛为联军开路，使联军突破奥军方阵。,Encyclopaedia Britannica: History of Europe,,https://www.britannica.com/topic/history-of-Europe,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0102|polity_eur_0062,Arnold von Winkelried,,,,,,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0029,十字军记忆,中世纪盛期,1099,30,1099年,approx,1099,1099,historical_memory,十字军攻陷耶路撒冷的血雨（Sack of Jerusalem）,血流至马膝,第一次十字军攻陷耶路撒冷后大规模屠杀穆斯林与犹太居民。同时代编年史夸张写「血流至马膝」。中世纪基督教 / 伊斯兰记忆中长期回响。,第一次十字军攻陷耶路撒冷后大规模屠杀穆斯林与犹太居民。同时代编年史夸张写「血流至马膝」。中世纪基督教 / 伊斯兰记忆中长期回响。,Encyclopaedia Britannica: Crusades,,https://www.britannica.com/event/Crusades,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0083,Godfrey of Bouillon; Raymond of Toulouse,,,,,,高中,世界史|欧洲史,200,candidate,
anecdote_eur_0030,拜占庭遗民记忆,中世纪晚期,1453,31,1453年,approx,1453,1453,historical_memory,末代皇帝消失于战场（Constantine XI's Last Stand）,紫衣帝最后一战,奥斯曼破城之日，末代皇帝君士坦丁十一世弃帝服披普通士兵盔甲冲入城门战死；尸首未被认出。拜占庭遗民传说他将在希腊复国之日复活。,奥斯曼破城之日，末代皇帝君士坦丁十一世弃帝服披普通士兵盔甲冲入城门战死；尸首未被认出。拜占庭遗民传说他将在希腊复国之日复活。,Encyclopaedia Britannica: Byzantine Empire,,https://www.britannica.com/place/Byzantine-Empire,encyclopedia,Anecdote/context row; not used as sole chronology source.,polity_eur_0084|polity_eur_0085,Constantine XI Palaiologos; Mehmed II,Constantinople,Constantinople,28.9784,41.0082,city,高中,世界史|欧洲史,200,candidate,
