event_id,year,sort_order,date_label,date_precision,coverage_role,coverage_start_year,coverage_end_year,coverage_group_id,item_kind,event_type,title,description,significance,primary_education_stage,education_stage_tags,curriculum_basis,importance_level,display_priority,related_polity_ids,related_people,location_name,longitude,latitude,location_historical_name,location_modern_name,location_modern_admin_id,location_precision,location_confidence_score,location_source_titles,location_source_urls,location_note,source_titles,source_urls,source_type,confidence_score,confidence_note,fact_review_status,review_note
event_eur_0001,-1450,2,公元前1450年,approx,exact_year_event,-1450,-1450,,core_event,political_transition,Destruction of Minoan palaces,米诺斯文明各宫殿在 -1450 前后陆续被毁，迈锡尼希腊接管克里特岛主要据点。,爱琴海主导权由米诺斯文明转向迈锡尼文明。,高中,世界史|欧洲史,world_history_dataset_vEuropean,2,100,polity_eur_0001|polity_eur_0003,Mycenaean rulers,Knossos,25.1631,35.298,Knossos,Knossos,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Minoan civilization,https://www.britannica.com/topic/Minoan-civilization,synthesized_secondary,55,,candidate,
event_eur_0002,-1180,3,公元前1180年,approx,exact_year_event,-1180,-1180,,core_event,systemic_collapse,Sea Peoples upheavals (approx),海上民族大规模迁徙冲击东地中海，赫梯帝国崩溃，特洛伊 VIIa 烧毁，迈锡尼宫殿陆续放弃。,青铜时代晚期崩溃，开启希腊黑暗时代。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0004|polity_eur_0003|polity_eur_0005,,Troy,26.2389,39.9575,Troy,Troy,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Greek civilization|Encyclopaedia Britannica: Mycenaean civilization,https://www.britannica.com/topic/ancient-Greek-civilization|https://www.britannica.com/topic/Mycenaean-civilization,synthesized_secondary,60,,candidate,
event_eur_0003,-776,4,公元前776年,year,exact_year_event,-776,-776,,core_event,cultural,First recorded Olympic Games,第一届有文献记载的奥林匹亚祭祀竞技在伯罗奔尼撒奥林匹亚举行。,希腊编年史与文学传统的标志性起点。,高中,世界史|欧洲史,world_history_dataset_vEuropean,2,100,polity_eur_0014|polity_eur_0015,,Olympia,21.63,37.6383,Olympia,Olympia,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,synthesized_secondary,75,,verified,
event_eur_0004,-753,5,公元前753年,approx,exact_year_event,-753,-753,,core_event,political_origin,Legendary founding of Rome,瓦罗编年法定罗慕路斯于公元前 753 年建立罗马城。,罗马城建国传说，后续罗马年代记的起点。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0019,Romulus,Rome,12.4964,41.9028,Rome,Rome,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Ancient Rome,https://www.britannica.com/place/ancient-Rome,synthesized_secondary,45,Legendary chronology; archaeology of early Rome is older but no central polity attested.,candidate,
event_eur_0005,-509,6,公元前509年,approx,exact_year_event,-509,-509,,core_event,constitutional_transition,Founding of the Roman Republic,塔克文王朝末王 Tarquinius Superbus 被驱逐，罗马进入共和制。,罗马共和的开端。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0019,Lucius Junius Brutus,Rome,12.4964,41.9028,Rome,Rome,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Ancient Rome,https://www.britannica.com/place/ancient-Rome,synthesized_secondary,65,,candidate,
event_eur_0006,-490,7,公元前490年,year,exact_year_event,-490,-490,,core_event,battle,Battle of Marathon,雅典与普拉提亚联军在马拉松击败波斯入侵军。,希波战争第一次重大胜利。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0026|polity_eur_0042,Miltiades,Athens,23.7275,37.9838,Athens,Athens,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,synthesized_secondary,90,,verified,
event_eur_0007,-480,8,公元前480年,year,exact_year_event,-480,-480,,core_event,battle,Battle of Thermopylae,斯巴达国王列奥尼达率三百精锐与希腊联军在温泉关阻击波斯王薛西斯。,希波战争经典战役，希腊联军象征性抵抗。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0015|polity_eur_0042,Leonidas I; Xerxes I,Athens,23.7275,37.9838,Athens,Athens,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,synthesized_secondary,92,,verified,
event_eur_0008,-480,9,公元前480年,year,exact_year_event,-480,-480,,core_event,naval_battle,Battle of Salamis,希腊联合舰队在萨拉米斯海峡击败波斯舰队。,扭转希波战争局势。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0026|polity_eur_0042,Themistocles,Athens,23.7275,37.9838,Athens,Athens,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,synthesized_secondary,92,,verified,
event_eur_0009,-431,10,公元前431年,year,exact_year_event,-431,-431,,core_event,war_outbreak,Outbreak of Peloponnesian War,雅典提洛同盟与斯巴达伯罗奔尼撒同盟开战。,希腊城邦体系内战。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0026|polity_eur_0015,,Athens,23.7275,37.9838,Athens,Athens,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,synthesized_secondary,90,,verified,
event_eur_0010,-336,11,公元前336年,year,exact_year_event,-336,-336,,core_event,succession,Alexander the Great accedes,腓力二世遇刺，亚历山大继位马其顿王。,希腊化时代序幕。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0027,Alexander III the Great,Pella,22.5266,40.7572,Pella,Pella,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,synthesized_secondary,92,,verified,
event_eur_0011,-323,12,公元前323年,year,exact_year_event,-323,-323,,core_event,political_collapse,"Death of Alexander, division of empire",亚历山大在巴比伦去世，将领瓜分帝国引发继业者战争。,希腊化王国体系形成（塞琉古、托勒密、安提柯）。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0027|polity_eur_0029|polity_eur_0030,Alexander III the Great,,,,,,,,,,,,Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,synthesized_secondary,92,,verified,
event_eur_0012,-218,13,公元前218年,year,exact_year_event,-218,-218,,core_event,military_campaign,Hannibal crosses the Alps,迦太基将军汉尼拔率军跨越阿尔卑斯山攻入意大利，第二次布匿战争开战。,迦太基-罗马最严酷战争开始。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0013|polity_eur_0032,Hannibal Barca,,,,,,,,,,,,Encyclopaedia Britannica: Carthage,https://www.britannica.com/place/Carthage-ancient-city-Tunisia,synthesized_secondary,90,,verified,
event_eur_0013,-146,14,公元前146年,year,exact_year_event,-146,-146,,core_event,city_destruction,Destruction of Carthage,罗马在第三次布匿战争中彻底摧毁迦太基。,罗马成为西地中海唯一强权。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0013|polity_eur_0032,Scipio Aemilianus,Carthage,10.3232,36.8531,Carthage,Carthage,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Ancient Rome,https://www.britannica.com/place/ancient-Rome,synthesized_secondary,92,,verified,
event_eur_0014,-44,15,公元前44年,year,exact_year_event,-44,-44,,core_event,assassination,Assassination of Julius Caesar,凯撒在元老院遇刺，引发后三头同盟内战。,罗马共和向帝制转型关键事件。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0032,Gaius Julius Caesar; Brutus; Cassius,Rome,12.4964,41.9028,Rome,Rome,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Ancient Rome,https://www.britannica.com/place/ancient-Rome,synthesized_secondary,95,,verified,
event_eur_0015,-31,16,公元前31年,year,exact_year_event,-31,-31,,core_event,naval_battle,Battle of Actium,屋大维舰队在阿克提乌姆击败安东尼与克利奥帕特拉。,罗马内战终结，元首制即将建立。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0032|polity_eur_0030,Octavian; Marcus Antonius; Cleopatra VII,,,,,,,,,,,,Encyclopaedia Britannica: Ancient Rome,https://www.britannica.com/place/ancient-Rome,synthesized_secondary,92,,verified,
event_eur_0016,-27,17,公元前27年,year,exact_year_event,-27,-27,,core_event,constitutional_transition,"Octavian becomes Augustus, founding of Principate",元老院授予屋大维 Augustus 称号，罗马帝国元首制成立。,罗马帝国正式起点。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0032|polity_eur_0033,Augustus,Rome,12.4964,41.9028,Rome,Rome,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Roman Empire,https://www.britannica.com/place/Roman-Empire,synthesized_secondary,95,,verified,
event_eur_0017,313,18,313年,year,exact_year_event,313,313,,core_event,religious_edict,Edict of Milan,君士坦丁与李锡尼颁布米兰敕令，承认基督教合法。,基督教从被迫害宗教转为帝国合法信仰。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0034,Constantine I; Licinius,Milan,9.19,45.4642,Milan,Milan,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Roman Empire,https://www.britannica.com/place/Roman-Empire,synthesized_secondary,90,,verified,
event_eur_0018,330,19,330年,year,exact_year_event,330,330,,core_event,capital_founding,Foundation of Constantinople,君士坦丁将首都迁至拜占庭并改名君士坦丁堡。,东罗马 / 拜占庭首都奠基。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0034|polity_eur_0036,Constantine I,Constantinople,28.9784,41.0082,Constantinople,Constantinople,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Byzantine Empire,https://www.britannica.com/place/Byzantine-Empire,synthesized_secondary,92,,verified,
event_eur_0019,395,20,395年,year,exact_year_event,395,395,,core_event,political_division,Final division of the Roman Empire,狄奥多西去世，帝国永久分为东西两部，分别交由阿卡迪乌斯和霍诺里乌斯统治。,罗马帝国正式分裂。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0034|polity_eur_0035|polity_eur_0036,Theodosius I,Rome,12.4964,41.9028,Rome,Rome,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Roman Empire,https://www.britannica.com/place/Roman-Empire,synthesized_secondary,92,,verified,
event_eur_0020,410,21,410年,year,exact_year_event,410,410,,core_event,city_sack,Sack of Rome by Alaric,西哥特国王阿拉里克率军攻陷并劫掠罗马城。,罗马城八百年来首次陷落，西罗马衰亡加速。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0035|polity_eur_0038,Alaric I,Rome,12.4964,41.9028,Rome,Rome,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Roman Empire,https://www.britannica.com/place/Roman-Empire,synthesized_secondary,92,,verified,
event_eur_0021,476,22,476年,year,exact_year_event,476,476,,core_event,political_collapse,Deposition of Romulus Augustulus,奥多亚塞废黜西罗马末帝罗慕路斯·奥古斯都，传统视为西罗马帝国终结。,西罗马帝国名义灭亡。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0035|polity_eur_0037,Odoacer; Romulus Augustulus,Ravenna,12.2035,44.4173,Ravenna,Ravenna,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Roman Empire,https://www.britannica.com/place/Roman-Empire,synthesized_secondary,92,,verified,
event_eur_0022,496,23,496年,year,exact_year_event,496,496,,core_event,religious_conversion,Conversion of Clovis I,法兰克国王克洛维一世皈依天主教。,高卢蛮族王国与罗马教会结盟雏形。,高中,世界史|欧洲史,world_history_dataset_vEuropean,2,100,polity_eur_0040,Clovis I,Reims,4.0317,49.2583,Reims,Reims,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Frankish kingdom,https://www.britannica.com/place/Frankish-kingdom,synthesized_secondary,82,,verified,
event_eur_0023,732,24,732年,year,exact_year_event,732,732,,core_event,battle,Battle of Tours (Poitiers),查理·马特尔率法兰克军在图尔击败倭马亚军北上扩张。,阻止穆斯林军向北深入西欧。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0040|polity_eur_0048,Charles Martel,Tours,0.689,47.3941,Tours,Tours,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Frankish kingdom,https://www.britannica.com/place/Frankish-kingdom,synthesized_secondary,88,,verified,
event_eur_0024,751,25,751年,year,exact_year_event,751,751,,core_event,dynastic_change,Pepin the Short crowned king of the Franks,加洛林家族正式取代墨洛温王朝。,加洛林王朝建立。,高中,世界史|欧洲史,world_history_dataset_vEuropean,2,100,polity_eur_0040|polity_eur_0044,Pepin the Short,Paris,2.3522,48.8566,Paris,Paris,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Carolingian dynasty,https://www.britannica.com/topic/Carolingian-dynasty,synthesized_secondary,85,,verified,
event_eur_0025,800,26,800年,year,exact_year_event,800,800,,core_event,coronation,Coronation of Charlemagne as Roman Emperor,教皇利奥三世在罗马圣彼得大教堂为查理曼加冕罗马人皇帝。,西方罗马帝国称号复活。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0044,Charlemagne; Pope Leo III,Rome,12.4964,41.9028,Rome,Rome,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Carolingian dynasty,https://www.britannica.com/topic/Carolingian-dynasty,synthesized_secondary,95,,verified,
event_eur_0026,843,27,843年,year,exact_year_event,843,843,,core_event,treaty,Treaty of Verdun,加洛林帝国按 Verdun 条约划分为西、中、东三部分。,法兰西与德意志雏形。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0044|polity_eur_0045|polity_eur_0046|polity_eur_0047,,Verdun,5.3823,49.1602,Verdun,Verdun,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Carolingian dynasty,https://www.britannica.com/topic/Carolingian-dynasty,synthesized_secondary,92,,verified,
event_eur_0027,987,28,987年,year,exact_year_event,987,987,,core_event,dynastic_change,Hugh Capet elected king of West Francia,休·卡佩成为西法兰克国王，开启卡佩王朝。,法兰西卡佩王朝起点，加洛林直系结束。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0045,Hugh Capet,Reims,4.0317,49.2583,Reims,Reims,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Capetian dynasty,https://www.britannica.com/topic/Capetian-dynasty,synthesized_secondary,88,,verified,
event_eur_0028,962,29,962年,year,exact_year_event,962,962,,core_event,coronation,Otto I crowned Holy Roman Emperor,奥托一世由教皇约翰十二世加冕，神圣罗马帝国成立。,HRE 名义起点。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0046,Otto I; Pope John XII,Rome,12.4964,41.9028,Rome,Rome,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Holy Roman Empire,https://www.britannica.com/place/Holy-Roman-Empire,synthesized_secondary,92,,verified,
event_eur_0029,988,30,988年,year,exact_year_event,988,988,,core_event,religious_conversion,Christianization of Kievan Rus',弗拉基米尔大公皈依希腊正教，定基辅罗斯国教。,俄罗斯-乌克兰-白俄罗斯东正教传统起点。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0055,Vladimir the Great,Kiev,30.5234,50.4501,Kiev,Kiev,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Russia — History,https://www.britannica.com/place/Russia/History,synthesized_secondary,92,,verified,
event_eur_0030,1054,31,1054年,year,exact_year_event,1054,1054,,core_event,religious_schism,East-West Schism,罗马教皇与君士坦丁堡牧首互相绝罚，基督教正式分裂。,天主教-东正教千年分裂。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0061|polity_eur_0043,,Rome,12.4964,41.9028,Rome,Rome,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,synthesized_secondary,92,,verified,
event_eur_0031,1066,32,1066年,year,exact_year_event,1066,1066,,core_event,battle,Battle of Hastings,诺曼底公爵威廉击败哈罗德二世，征服英格兰。,诺曼征服改变英格兰政治语言文化。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0064|polity_eur_0051,William the Conqueror; Harold II,Hastings,0.5727,50.8543,Hastings,Hastings,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: United Kingdom — History,https://www.britannica.com/place/United-Kingdom/History,synthesized_secondary,95,,verified,
event_eur_0032,1095,33,1095年,year,exact_year_event,1095,1095,,core_event,religious_event,Pope Urban II calls First Crusade,教皇乌尔班二世在克莱蒙公会议号召收复圣地。,十字军运动起点。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0071,Pope Urban II,,,,,,,,,,,,Encyclopaedia Britannica: Crusades,https://www.britannica.com/event/Crusades,synthesized_secondary,92,,verified,
event_eur_0033,1099,34,1099年,year,exact_year_event,1099,1099,,core_event,city_capture,Crusaders capture Jerusalem,第一次十字军攻陷耶路撒冷，建立耶路撒冷王国。,拉丁王国在圣地建立。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0083,Godfrey of Bouillon,,,,,,,,,,,,Encyclopaedia Britannica: Crusades,https://www.britannica.com/event/Crusades,synthesized_secondary,92,,verified,
event_eur_0034,1187,35,1187年,year,exact_year_event,1187,1187,,core_event,battle,Battle of Hattin / Fall of Jerusalem,萨拉丁在哈丁角击溃十字军军，10 月攻陷耶路撒冷。,第二次/第三次十字军起因。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0083,Saladin,,,,,,,,,,,,Encyclopaedia Britannica: Crusades,https://www.britannica.com/event/Crusades,synthesized_secondary,90,,verified,
event_eur_0035,1204,36,1204年,year,exact_year_event,1204,1204,,core_event,city_sack,Sack of Constantinople (Fourth Crusade),第四次十字军被威尼斯说服攻陷君士坦丁堡，建立拉丁帝国。,拜占庭遭受致命打击；东西方教会更难调和。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0043|polity_eur_0066,Enrico Dandolo,Constantinople,28.9784,41.0082,Constantinople,Constantinople,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Byzantine Empire,https://www.britannica.com/place/Byzantine-Empire,synthesized_secondary,92,,verified,
event_eur_0036,1215,37,1215年,year,exact_year_event,1215,1215,,core_event,treaty_constitutional,Magna Carta signed,英格兰国王约翰被迫签署《大宪章》。,英国宪政与权利保障早期文本。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0064,John of England,London,-0.1276,51.5074,London,London,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: United Kingdom — History,https://www.britannica.com/place/United-Kingdom/History,synthesized_secondary,95,,verified,
event_eur_0037,1241,38,1241年,year,exact_year_event,1241,1241,,core_event,invasion,Mongol invasion of Europe,拔都西征蒙古军大破匈牙利、波兰联军，进入中欧。,蒙古震慑欧洲并奠基金帐汗国。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0077|polity_eur_0075|polity_eur_0087,Batu Khan; Subutai,,,,,,,,,,,,Encyclopaedia Britannica: Russia — History,https://www.britannica.com/place/Russia/History,synthesized_secondary,88,,verified,
event_eur_0038,1291,39,1291年,year,exact_year_event,1291,1291,,core_event,city_capture,Fall of Acre,马穆鲁克攻陷阿卡，十字军在圣地最后据点。,拉丁基督教在圣地统治终结。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0083,,,,,,,,,,,,,Encyclopaedia Britannica: Crusades,https://www.britannica.com/event/Crusades,synthesized_secondary,92,,verified,
event_eur_0039,1337,40,1337年,year,exact_year_event,1337,1337,,core_event,war_outbreak,Hundred Years' War begins,英王爱德华三世主张法兰西王位，英法长期战争开始。,英法民族国家形成的关键战争。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0064|polity_eur_0063,Edward III; Philip VI,,,,,,,,,,,,Encyclopaedia Britannica: France — History,https://www.britannica.com/place/France/History,synthesized_secondary,92,,verified,
event_eur_0040,1347,41,1347年,year,exact_year_event,1347,1347,,core_event,pandemic,Black Death reaches Europe,鼠疫沿黑海贸易路线进入西西里、热那亚等港口。,14 世纪欧洲人口锐减 1/3 至 1/2。,高中,世界史|欧洲史,world_history_dataset_vEuropean,3,100,polity_eur_0066|polity_eur_0068,,Genoa,8.9463,44.4056,Genoa,Genoa,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,synthesized_secondary,92,,verified,
event_eur_0041,1378,42,1378年,year,exact_year_event,1378,1378,,core_event,religious_schism,Western Schism begins,罗马与阿维尼翁同时选出教皇，天主教大分裂。,天主教内部权威危机。,高中,世界史|欧洲史,world_history_dataset_vEuropean,2,100,polity_eur_0071,,Avignon,4.8059,43.9493,Avignon,Avignon,,city,80,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,synthesized_secondary,90,,verified,
